Nome: UBERLANDIA
Codigo Estacao: A507
Latitude: -18.91694443
Longitude: -48.25555555
Altitude: 874.77
Situacao: Operante
Data Inicial: 2005-01-01
Data Final: 2024-12-31
Periodicidade da Medicao: Diaria

Data Medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s);
2009-04-23;0;915,7;27,7;22,8;18,3;62,8;1,7;
2009-04-24;0;916;29,1;23,3;18,2;59,4;1,3;
2009-04-25;0;916,6;29,7;23;17;57,1;1,2;
2009-04-26;0;917,5;28,2;23,3;19,5;51,6;2;
2009-04-27;0;917,4;26,6;20,9;15,2;58;1,4;
2009-04-28;0;916,8;28,2;21,7;15;57,1;,9;
2009-04-29;0;916,7;28,4;22,6;17,1;61,4;2,2;
2009-04-30;0;917,3;26,6;22;18,7;74,5;1,4;
2009-05-01;1;917,2;26,8;21,3;18,3;77,6;2,1;
2009-05-02;7;918,1;24,7;20,2;16,5;77,4;2,1;
2009-05-03;0;917,1;26,4;20,8;16,4;72,8;1,6;
2009-05-04;0;916,8;26,4;21,3;17,1;69,9;2,5;
2009-05-05;49,8;918,8;26,5;19,2;15,1;80,5;2;
2009-05-06;0;918,3;27,5;21,3;16,4;70;,9;
2009-05-07;0;918,3;27,8;21,4;14,7;60;1,1;
2009-05-08;0;918;28,6;22,5;17,2;56,7;1,8;
2009-05-09;0;917,8;28,3;22,8;17,3;61,9;1,6;
2009-05-10;0;917,5;28,1;23,4;19,3;61,8;1,6;
2009-05-11;0;917,2;27,2;22,7;18,7;68,8;1,3;
2009-05-12;0;917;29,5;22,7;17,1;62,3;1;
2009-05-13;0;916,3;28,1;22,7;18,2;54,3;1,7;
2009-05-14;0;915,5;28;23,1;19,1;57,3;2,2;
2009-05-15;1,2;915,3;24;20,6;17,5;76,8;2,4;
2009-05-16;0;916,7;24,8;19,5;16,2;74,3;1,7;
2009-05-17;0;918;27;20,8;15,4;65;1,6;
2009-05-18;0;920;27,5;22,1;17,8;68,8;1,7;
2009-05-19;0;920,1;26,5;21,6;17,7;60,5;2;
2009-05-20;0;920,1;25,7;20,5;15,8;61,5;2,5;
2009-05-21;0;920,1;25,4;19,4;14,7;60,7;3;
2009-05-22;0;920,3;25,3;19,3;14,3;63,9;2,4;
2009-05-23;0;920,8;26,3;20,2;14,2;65,2;2,3;
2009-05-24;0;919,6;27,2;21,8;17,7;67,9;2,2;
2009-05-25;0;917,7;28;22,2;16,9;65,6;1,9;
2009-05-26;0;917,7;28,4;22,8;18;62,9;1,4;
2009-05-27;0;917,9;28,4;23,1;17,6;59,1;1,5;
2009-05-28;0;918,6;29,1;23,7;19,5;55,3;1,4;
2009-05-29;0;918,8;28,5;23;17,6;56,7;1,5;
2009-05-30;0;918;27,4;22,5;17,5;58,8;2,4;
2009-05-31;3,6;917,2;26,4;21,8;18,6;76,7;1,6;
2009-06-01;14,8;917,1;22,8;17,2;17,1;91,3;1,9;
2009-06-02;0;918,9;18,3;12,8;8,3;73,2;2,1;
2009-06-03;,2;920,2;21,8;13,4;7,7;63,3;1,7;
2009-06-04;0;919,4;24,7;16,6;9,6;56,4;2;
2009-06-05;0;920,3;27;21,4;16,1;69,1;2,4;
2009-06-06;0;920,9;28,1;21,6;15,3;49,2;1,3;
2009-06-07;0;920,3;27,8;21,7;15,7;51,3;1,5;
2009-06-08;0;919,9;25,2;20,9;16,8;63,7;3;
2009-06-09;0;920,2;24,5;19,6;15,7;69,2;3,1;
2009-06-10;0;920;25,5;21;16,7;63,5;2,5;
2009-06-11;0;920,7;26,4;20,5;16,4;68,5;1,8;
2009-06-12;0;920,7;24,4;19,3;16,4;76;1,9;
2009-06-13;4,2;919,7;23,6;18;14,5;72,1;1,5;
2009-06-14;0;918,6;25,2;18,3;12,2;60,1;1,5;
2009-06-15;0;918,9;26,5;20,1;14,7;56,9;1,7;
2009-06-16;0;918,5;20,5;18,1;16,7;79,5;1,9;
2009-06-17;5;918;23,4;18,7;16,4;83,6;,9;
2009-06-18;0;919;25;18,9;13,2;72,6;1,2;
2009-06-19;0;919,2;26,6;19,6;12,9;62,9;,9;
2009-06-20;0;919,6;27,4;20,9;15,5;60;1,7;
2009-06-21;0;919,5;26,4;20,7;15,8;53,3;1,9;
2009-06-22;0;918,7;24,4;19,7;13,9;50,7;1,9;
2009-06-23;0;918,2;25,2;19,5;13,4;55,8;1,8;
2009-06-24;0;919,3;27,2;21,3;16;57;1,6;
2009-06-25;0;919,6;27,4;21,9;17,5;54,9;2;
2009-06-26;0;920,7;27,9;21,2;18,2;64,6;1,7;
2009-06-27;,8;921,4;27,6;21,1;17,3;70,1;2,4;
2009-06-28;0;920,9;27,6;20,1;15,2;67,4;2,1;
2009-06-29;,4;918,8;28,1;21,6;16,5;59,9;1,9;
2009-06-30;0;917,9;27,6;21,8;17,5;51,7;2,3;
2009-07-01;,2;917,8;27,8;22,1;17,3;50,8;1,7;
2009-07-02;0;918,4;29,3;22,7;16,9;46,2;1,7;
2009-07-03;0;918,8;28;21,6;14,8;48,1;1,5;
2009-07-04;0;919,1;27,9;21,9;15,9;51,8;1,6;
2009-07-05;0;920,3;26,7;21,5;16,8;53,5;2,2;
2009-07-06;0;921,5;25,2;20,1;15,6;63,1;2,8;
2009-07-07;0;920,8;25,5;20;15;60,8;2,6;
2009-07-08;0;920,3;24,4;19,9;15,8;62,4;2,4;
2009-07-09;0;919,4;27,1;21,3;17,4;57,5;2,3;
2009-07-10;0;917,9;27,1;21,8;17,4;62,5;2,7;
2009-07-11;0;916,3;28,4;22,2;19,1;61,5;3,2;
2009-07-12;9,4;918,8;21,1;15,9;11,2;71,1;2,1;
2009-07-13;0;920,3;28;19,3;11,9;58,6;1,7;
2009-07-14;0;922;28;21,2;14,5;51,2;1,4;
2009-07-15;0;920,4;27,9;22,2;16,9;49;2,1;
2009-07-16;0;921,3;26;20,6;15,7;56,6;3;
2009-07-17;0;921,8;26,5;20,8;15,9;58;2,5;
2009-07-18;0;921,4;27,9;21,3;15,5;55;1,4;
2009-07-19;0;918,5;28,3;21,9;15,6;54,6;,9;
2009-07-20;0;917,5;27,6;22,1;16,8;57,8;1,2;
2009-07-21;0;917,1;28,5;22,8;17,7;52,7;2,4;
2009-07-22;0;917,4;29,1;23,1;17,9;49,2;2,2;
2009-07-23;0;916,7;30,4;24;18,7;48,9;2;
2009-07-24;0;918,3;26,3;20,6;17,4;70,4;2,1;
2009-07-25;0;919,4;29,4;21,5;16,2;69,4;2;
2009-07-26;0;920;29,9;23,4;19,1;58,4;2;
2009-07-27;0;919,8;30,2;24,3;19,7;55,3;1,7;
2009-07-28;0;918,6;29,9;24,1;18,6;51,7;2,1;
2009-07-29;0;918,5;31,3;24,7;19,1;33,5;1,9;
2009-07-30;0;919,3;31,7;25,1;18,4;43,5;1,6;
2009-07-31;0;919,8;29,8;23,9;17,7;38,3;2,7;
2009-08-01;0;920;29,6;23,2;18,2;36,9;3,1;
2009-08-02;0;920;29,3;23,7;19,1;38,3;2,7;
2009-08-03;0;920,1;28,9;23,8;18,1;48,2;1,9;
2009-08-04;0;919,7;30,9;24,7;18,4;47,8;1,6;
2009-08-05;0;918,4;29,7;24,7;20,5;39,5;2,6;
2009-08-06;0;919,3;30,6;24;19,3;35,2;2,6;
2009-08-07;0;920,2;30,3;23,8;18,2;34,3;2;
2009-08-08;0;921,2;28,6;23;17,4;35,5;2,6;
2009-08-09;0;919,9;28,5;22,3;15,9;35,4;1,9;
2009-08-10;0;919,7;26,9;20,8;15,6;51,1;2,3;
2009-08-11;0;920,4;27,6;18,1;10,4;52,5;2,1;
2009-08-12;0;920,8;28,7;22,1;15,4;46,2;3,2;
2009-08-13;0;921;28,6;22,6;17,9;50,5;3,3;
2009-08-14;0;919,6;27,7;21,7;16,1;43,5;2,7;
2009-08-15;0;918;26,8;21,3;16,5;46,3;3,2;
2009-08-16;0;918,3;28,3;22,4;17,5;47,8;3,6;
2009-08-17;0;917,6;29,2;23,3;18,6;44,9;3,3;
2009-08-18;0;915,9;30,5;24;19,1;39,9;2,8;
2009-08-19;0;914;31,2;23,5;17;50,9;2,5;
2009-08-20;0;914,6;28,4;22,4;17,1;57,7;2,1;
2009-08-21;10;916,6;23,8;19,5;17,4;77,9;2,2;
2009-08-22;0;916,3;29,2;19,8;12,7;67,2;1,9;
2009-08-23;0;916,5;26,5;20,9;18,4;69,9;3,7;
2009-08-24;12,4;919;19;17,6;16,1;88,8;1,9;
2009-08-25;8,6;919,6;25,6;19,5;16,3;81,2;1,2;
2009-08-26;2,2;919,7;23,8;19,2;17;75,9;3;
2009-08-27;0;920,9;26,6;20,2;15,8;68,5;2,6;
2009-08-28;0;920,6;28,3;21,4;15,6;57,7;2,1;
2009-08-29;0;919,7;29,4;22,9;16,6;45,2;2,7;
2009-08-30;0;919;29,1;22,7;16,9;48,5;2,9;
2009-08-31;0;918;29,7;23,3;17,6;45,9;2,7;
2009-09-01;0;918,7;29,2;24,4;20,3;53,4;1,6;
2009-09-02;0;918,1;32,2;26,1;21,7;49,5;1,7;
2009-09-03;6;917,2;32,4;25,4;21,6;56,3;2,1;
2009-09-04;5,8;918,4;29,3;21,7;19,2;79,9;1,8;
2009-09-05;8,8;918,4;24,1;21,1;18,8;83,4;1;
2009-09-06;1,4;917,8;28;22,8;19,7;75,5;2,4;
2009-09-07;2,8;916;29,9;22,9;17,1;69,2;2,7;
2009-09-08;0;915,4;30,7;25,3;20,8;62,4;2,4;
2009-09-09;4,6;917,4;26,8;22,9;21,3;76,8;2,5;
2009-09-10;15,4;920,9;29;22,8;18,8;69,1;2;
2009-09-11;0;921,6;28,9;23,5;18,1;48,6;2,9;
2009-09-12;0;919,8;29,1;23,4;19,2;47,8;2,5;
2009-09-13;0;918,2;31,1;25;19,3;42,8;1,9;
2009-09-14;0;918,3;32,1;26,1;20,6;41,3;1,8;
2009-09-15;0;918,4;32;25,9;21,6;45,9;2,5;
2009-09-16;0;917,7;32,6;26,3;19,9;43,7;2,3;
2009-09-17;0;915,9;32,5;26,7;21,6;35,2;1,9;
2009-09-18;0;914,5;33,3;26,8;20,1;34,6;1,9;
2009-09-19;0;916,9;30;24,4;20,5;58,9;2,3;
2009-09-20;31;917,2;30,2;23;18,3;71,5;1,7;
2009-09-21;0;916,2;27;22;20,4;76,6;2,4;
2009-09-22;7,6;916;25,3;21,3;18,6;81,5;1,9;
2009-09-23;11,6;916;24,7;20,3;18,7;86,5;1,7;
2009-09-24;13;917,1;24,6;20,3;17;85;2;
2009-09-25;0;917,4;29,9;22,1;15,4;68,8;1,3;
2009-09-26;,2;917,2;30,9;24,7;18,9;57,6;3,2;
2009-09-27;0;917;31,4;25,7;20,4;50,3;3,1;
2009-09-28;0;917,7;31,9;26,3;21,8;52;2,4;
2009-09-29;0;919,2;28,7;24;20,6;73,1;2,1;
2009-09-30;0;919,1;30,3;23,2;19,1;73,8;2,1;
2009-10-01;0;918;30,1;24,6;21;69,5;2,9;
2009-10-02;14,6;918,1;31,1;23,7;18,6;68,4;2,2;
2009-10-03;,6;919,1;28;22,7;19,1;66,2;2,2;
2009-10-04;,2;917,6;30,9;24,7;19,3;55,7;2,4;
2009-10-05;0;916,5;30,5;24,4;21,3;60,9;2,8;
2009-10-06;,6;917,6;28,2;23,4;19,6;63,8;1,8;
2009-10-07;null;null;null;null;null;56,1;null;
2009-10-08;0;917;27,8;23,2;21,1;73,3;1,6;
2009-10-09;,4;915,8;27,6;22,3;18,6;74,7;1,6;
2009-10-10;4,4;914,9;28,6;22,9;17,7;65;1,8;
2009-10-11;null;null;null;null;19,1;50,4;null;
2009-10-12;0;914;31,6;24,2;21,4;63,5;3,2;
2009-10-13;5,8;914,3;29,6;22,6;18,2;73;2,1;
2009-10-14;0;914,5;28,5;23,6;19,8;70,3;2,1;
2009-10-15;0;914,1;31,8;24;20,5;70,1;2,3;
2009-10-16;29,2;915,7;30,2;23,7;18,1;68,3;2,5;
2009-10-17;0;916;31,2;25,1;21;68,5;1,1;
2009-10-18;,4;914,9;29,6;24,3;21,4;73,2;2;
2009-10-19;4,8;913,2;31,7;25,2;19,2;68,3;2,2;
2009-10-20;7;913,9;30,1;22,9;17,9;72,9;2,1;
2009-10-21;0;914,4;30,6;25,3;20,6;66,5;1,7;
2009-10-22;4,8;913,8;27,6;23,8;20,2;74,8;2,3;
2009-10-23;0;913,2;30,6;24,8;20,8;69,1;1,8;
2009-10-24;0;913;32,3;26,3;20;55,8;1,3;
2009-10-25;0;912,6;30,2;25,5;21,9;63;1,8;
2009-10-26;1,8;913,4;28,2;23,2;21,8;78,1;1,4;
2009-10-27;5,4;913,1;29,2;23,1;20,6;78,2;1,8;
2009-10-28;4;913,7;29,3;23,9;20,6;71,9;2,9;
2009-10-29;0;912,9;29,8;24,3;20,3;66,3;2,5;
2009-10-30;0;911,4;30,2;24,3;19,8;67,3;2,1;
2009-10-31;,6;912,7;29,7;24,5;19,1;61,3;2,4;
2009-11-01;0;913,1;31,1;25,5;19,6;56,7;1,9;
2009-11-02;0;914,4;31,7;26,5;21,4;56,2;1,3;
2009-11-03;0;914;32,3;23,7;21,3;68,6;1,9;
2009-11-04;74;914,6;29,4;23,9;18,3;69,9;2,1;
2009-11-05;,8;916,5;27,4;22,9;20,6;77,5;2,6;
2009-11-06;15;916,3;26,3;22,2;19,7;79,6;2;
2009-11-07;,4;914,6;28,7;23,3;20,9;73,8;1,6;
2009-11-08;8,6;914,5;28;22,4;18,9;76,6;2;
2009-11-09;0;914,2;27,8;22,8;20,5;78;1,1;
2009-11-10;0;913,7;31;24,9;20,7;70,1;1,4;
2009-11-11;35,4;913,6;27,7;22,8;18,9;81,6;1,9;
2009-11-12;0;913;30,4;24,3;21,1;77,4;1,5;
2009-11-13;7;913;31,9;25,3;21,4;74,5;1,8;
2009-11-14;,2;914,5;31;26,7;22,7;60,7;2,7;
2009-11-15;0;914,5;31,7;27;22,4;54,7;2,1;
2009-11-16;0;913,4;34,2;27;22,4;60,3;1,7;
2009-11-17;0;913,8;32,7;25,3;21,4;64,9;2,7;
2009-11-18;,6;914,7;31;25,5;20,8;64;3;
2009-11-19;0;915,2;31;26,2;22,5;65;2,6;
2009-11-20;0;915,4;32;26,6;22,2;61,6;2,1;
2009-11-21;0;916,2;32,4;27;22,3;52,5;2,4;
2009-11-22;0;916,1;32,3;26,5;21,7;51,1;2,2;
2009-11-23;,8;914,2;29,5;25,1;21,6;66,8;1,7;
2009-11-24;0;913,3;28,5;25;21,7;67,5;1,7;
2009-11-25;0;913,9;30,6;25;20,7;64,7;1,4;
2009-11-26;0;915,4;30,9;25,1;20,5;63,8;1,6;
2009-11-27;17,6;915,5;29,7;24;19,1;71,4;1,5;
2009-11-28;0;914,4;30,4;23,6;21,7;77;1,3;
2009-11-29;12,8;914,4;28,8;23,4;20;75,7;1,8;
2009-11-30;,6;914,3;24,4;22;20,7;84;1,8;
2009-12-01;14,4;913,1;28,3;22,5;20,1;83,7;1,2;
2009-12-02;25,2;912,6;28,7;23,4;20;79;1,4;
2009-12-03;,8;913,1;28,3;23,4;20,5;77,5;2,2;
2009-12-04;32,8;911,8;24,4;21,9;20,1;87,1;1,5;
2009-12-05;7,2;911,4;26,9;21,9;20,9;88,5;1,4;
2009-12-06;10,6;913,1;24,2;21,3;20,2;92,3;2,9;
2009-12-07;42,2;914,2;21,7;19,9;18,4;92,3;3,4;
2009-12-08;27,4;914,8;25;21,2;19,4;87,4;2,4;
2009-12-09;2;915,1;28,7;23,3;20,2;78,4;1,6;
2009-12-10;22,6;916,8;26,7;21,7;19,4;83,8;1,4;
2009-12-11;0;916;31,4;24,9;20,2;65,1;2,4;
2009-12-12;0;914,6;29,9;25,3;21,8;64,7;2,5;
2009-12-13;0;913,4;28,7;22,8;19,4;77,1;1,4;
2009-12-14;23,2;915,3;26,2;22,1;20,1;86,2;1,3;
2009-12-15;4,2;916,3;27,6;23,4;20,7;76,5;2,6;
2009-12-16;0;916,7;28,9;24,4;21,2;67;2,3;
2009-12-17;0;916;30;24,8;21,3;63,4;2,2;
2009-12-18;10,2;917,5;28,2;22,8;18,3;72,6;1,6;
2009-12-19;0;917,6;29,2;24,1;18,9;66;1,7;
2009-12-20;0;917,3;30;24,6;19,9;67;1,8;
2009-12-21;0;917,4;29,2;22,8;20,6;74;2;
2009-12-22;28;918;30,4;23,6;18,6;67,6;2;
2009-12-23;11;918;30,9;24,9;18,9;66,7;1,6;
2009-12-24;0;916,5;30,2;25,1;20,6;65,4;1,7;
2009-12-25;1,8;915,3;28,6;23,7;20,3;74,3;2,2;
2009-12-26;,2;913,2;27,9;23,2;20,2;78;2,2;
2009-12-27;6,2;912,4;26,4;22,1;20,8;87,3;1,8;
2009-12-28;36,6;911,9;27,4;22,6;20;83,2;2,3;
2009-12-29;2,6;912,4;26,5;21,8;20,4;87,2;2,5;
2009-12-30;32,6;913,4;26,2;21,6;19,4;88,2;2,2;
2009-12-31;6,2;912,9;29,6;23,5;20,2;81,2;1,6;
2010-01-01;,4;912,8;28;23,4;20,7;80,3;2,4;
2010-01-02;1,6;914,7;29,3;24,3;20,8;73,7;3,6;
2010-01-03;,2;916,7;31,2;25,8;20,8;63,2;2,2;
2010-01-04;0;916,9;31,9;26,6;21,3;56,7;1,8;
2010-01-05;0;915,4;31,4;25,6;21,2;62,4;1,1;
2010-01-06;22,8;913,8;29,2;23,9;20,8;73,8;2,1;
2010-01-07;39,8;914,4;28,7;23,6;19;77,6;1,7;
2010-01-08;,8;914,8;28,9;23,7;21;77,3;2,3;
2010-01-09;12,8;916,1;29,8;24,8;20;67,9;2;
2010-01-10;0;915,5;31,5;26,3;21,6;61,4;0;
2010-01-11;0;915,1;30,5;26,4;22,5;60,7;,7;
2010-01-12;0;915,4;30,8;24,5;21,8;74,1;,5;
2010-01-13;3,6;916,9;27;null;21,4;72,8;2,1;
2010-01-14;null;916,5;30,1;24,2;21,1;71;,6;
2010-01-15;5,2;917,7;28,6;22,8;19,3;78,3;0;
2010-01-16;,2;918,7;30,8;24,6;21,2;72,2;0;
2010-01-17;4,6;919,2;30,2;24,7;19,5;69,1;0;
2010-01-18;0;917,9;31,5;26,5;22,2;58;0;
2010-01-19;0;916,5;31,7;26,7;21,4;50,9;0;
2010-01-20;0;915,1;31,7;26,4;22;53,9;0;
2010-01-21;0;915,2;29,8;24;21,9;69,7;0;
2010-01-22;8,6;916,3;27,1;21,9;19,2;81;0;
2010-01-23;1;916,6;24,6;21,2;19,3;82,9;0;
2010-01-24;3;915,4;29,3;23,8;19,8;71,8;0;
2010-01-25;44;915,7;27;22,2;18,9;82;0;
2010-01-26;,8;914,9;29;23,2;19,4;76,6;0;
2010-01-27;2;914,6;23,8;21,8;21,4;83,9;0;
2010-01-28;6;914,6;28,7;22,6;20,3;78,7;0;
2010-01-29;14,2;915;25,3;21,7;20,1;88,2;0;
2010-01-30;17,6;916,7;31;24,5;20;71,3;1,1;
2010-01-31;0;917,5;30,9;25,9;21,7;63,8;1,1;
2010-02-01;0;917,9;31,5;26,5;21,7;60,1;0;
2010-02-02;0;917,4;32,7;27;21,6;53,3;0;
2010-02-03;0;916,6;32,2;27,2;21,4;53,3;0;
2010-02-04;0;916,4;32,7;27,1;22,5;52;0;
2010-02-05;0;916;30,9;26;21,2;59;0;
2010-02-06;0;915,3;31,7;25,4;21,1;60,1;1;
2010-02-07;22,2;915,9;29,6;22,7;18,1;75,1;,2;
2010-02-08;12,6;915,3;30,7;24,1;19,7;65,8;,6;
2010-02-09;0;913,6;29,5;23,8;20,2;67,8;0;
2010-02-10;,4;914,1;30,4;24,4;19,3;67,5;,1;
2010-02-11;0;915;29,9;24,6;20,8;69,9;1,4;
2010-02-12;0;916,3;28,4;24,8;21,7;64;2,8;
2010-02-13;0;916,6;30,8;25,4;20,8;58,5;2,7;
2010-02-14;0;916,5;31,6;26,5;21,6;54,2;2;
2010-02-15;0;915,5;32,2;27,3;22,5;53,7;1,9;
2010-02-16;0;915,6;31,1;25,9;22,5;60,1;1,5;
2010-02-17;0;916,4;30,2;23,5;21,4;74,2;,8;
2010-02-18;28,4;916,6;29,7;23;20,4;77,9;2,1;
2010-02-19;37,2;918,6;30,4;24,3;19,6;69,7;,9;
2010-02-20;,2;918,2;32,6;25,7;21,1;64,3;,7;
2010-02-21;,4;916,8;32,3;25;19,8;61,9;1;
2010-02-22;0;915,6;32,8;26,2;21,3;59,4;1;
2010-02-23;0;915;32,8;26,5;22;61,7;1,6;
2010-02-24;0;915,4;32;26,1;22;63,8;,9;
2010-02-25;4,4;915,1;31,3;24,2;20,9;76,1;,8;
2010-02-26;12,2;914,4;29,4;23,6;20,9;81,1;,7;
2010-02-27;39,8;914,7;29,5;24,2;20;76,8;1,7;
2010-02-28;,6;915,2;26,3;22,9;21,3;83,5;1,4;
2010-03-01;22,2;915;27;22,5;20;83,4;2,2;
2010-03-02;4,8;914,3;28,9;23,5;21,3;81,5;2;
2010-03-03;5,6;914,4;26,2;22,3;20,4;86,8;2,7;
2010-03-04;6,8;914,7;26,8;23,4;19,9;81,8;1,4;
2010-03-05;0;913,6;31,6;24;20,9;79,2;,7;
2010-03-06;6;911,9;31,2;24,5;19,6;71;,4;
2010-03-07;0;911,9;30,3;25;19,6;56,3;,5;
2010-03-08;0;913,4;28,5;23,6;19,3;55,5;0;
2010-03-09;1;914,8;31,1;25;20,9;70,1;,3;
2010-03-10;0;914,2;31,2;25,8;20,8;59,5;,1;
2010-03-11;0;913,3;32,1;26,2;20,2;53,5;0;
2010-03-12;0;913,9;30,3;25,3;21,2;61,4;1,1;
2010-03-13;0;915;32,2;25,9;21,1;63,8;1;
2010-03-14;0;916,6;30,2;24,5;21,3;72,7;1,1;
2010-03-15;2,8;917,5;31,6;24,8;20,9;68,8;,9;
2010-03-16;0;918,3;28,7;23,3;21;75,1;1,2;
2010-03-17;8;917,7;29,2;23,7;19,5;71,5;1,4;
2010-03-18;0;917,8;30,4;25,1;20,2;61,7;2,4;
2010-03-19;0;917,6;31,2;25;20,1;62,2;1,8;
2010-03-20;0;916,3;30,8;25,2;20,7;64,6;2,1;
2010-03-21;5,6;913,4;29,4;23,8;21,2;74,3;1,6;
2010-03-22;4,2;913,9;25,8;22,6;21;83,4;1,1;
2010-03-23;1,4;916;30,3;23,5;20,1;78,8;1,4;
2010-03-24;29,8;916,2;30,1;24,7;19,7;71;2;
2010-03-25;0;null;null;null;21,2;null;null;
2010-03-26;null;null;null;null;null;null;null;
2010-03-27;null;null;null;null;null;null;null;
2010-03-28;null;null;null;null;null;null;null;
2010-03-29;null;915,5;29,7;24,7;21,6;67,2;1,7;
2010-03-30;15;916,5;27,3;23,4;19,7;78,4;1,4;
2010-03-31;,2;915,6;29,2;23,7;20,7;78,5;,7;
2010-04-01;1;915,4;27,8;23,1;20,9;78,3;1,5;
2010-04-02;,4;915,1;26,2;22,6;20,6;80,1;2,3;
2010-04-03;23,2;916,1;25,9;22,3;20;84,5;1,8;
2010-04-04;65,4;916,6;26,3;22,3;20,1;84,6;1,5;
2010-04-05;1,8;915,9;29,9;23,6;19,7;76,7;,9;
2010-04-06;0;914,7;23,9;20,6;20;86,8;1,9;
2010-04-07;0;915,4;24,2;17,6;12,4;71;2,6;
2010-04-08;0;916,9;24,9;18,4;13;62,9;1,7;
2010-04-09;0;918,3;25,8;19,6;14,3;55,5;2,2;
2010-04-10;0;918,6;26,6;20,8;15,9;56,3;2;
2010-04-11;0;917,8;26,8;21,4;16;49,8;2,4;
2010-04-12;0;918,2;26,2;21,1;16;51,3;2,3;
2010-04-13;0;919,6;26,7;21,2;15,9;54,8;2,3;
2010-04-14;0;920,3;28,5;21,7;16,1;57,5;1,9;
2010-04-15;0;918,7;28,6;22,4;17,5;58,8;1,9;
2010-04-16;0;917,7;28,9;23;18,9;56,8;1,4;
2010-04-17;0;918,3;29,6;23,7;19;52,7;1,6;
2010-04-18;0;919,2;29,9;24,6;20,4;54;2;
2010-04-19;0;918,6;30,8;24,8;19,9;59,2;1,6;
2010-04-20;0;916,9;30,9;25,1;20,4;59,8;1,6;
2010-04-21;0;916,5;30,6;25,7;22,4;58,3;1,3;
2010-04-22;0;916,5;30,7;25,5;21,1;55,4;1,5;
2010-04-23;0;916,9;31,5;25,9;20,3;52,5;1,3;
2010-04-24;0;917,5;31,5;25,9;20,3;52,7;1,2;
2010-04-25;0;917,5;29,7;25,3;21,2;54,3;2,2;
2010-04-26;0;917,2;30;24,5;19,5;56,3;1,8;
2010-04-27;0;917,7;31;25,4;20,5;53,8;1,5;
2010-04-28;0;917,9;32,2;26,1;21,6;53,5;1,5;
2010-04-29;0;918,1;32;25,9;21,3;51,8;1;
2010-04-30;0;917,4;29,1;24;20,2;62,7;1,4;
2010-05-01;11,2;917,7;29,2;23,6;18,6;59,6;1,3;
2010-05-02;0;918,1;28,4;22,2;16,3;47,2;1,6;
2010-05-03;0;918,5;28,7;23,1;18;56;2,3;
2010-05-04;0;917,7;28,5;23,1;17,9;55,8;2;
2010-05-05;0;916,4;29,1;23,7;18,2;53;1,3;
2010-05-06;0;917,6;30;24,3;18,7;48,4;1,3;
2010-05-07;0;918,3;30,5;24,8;19,4;47,9;1,3;
2010-05-08;0;917,3;31,2;25;19,2;49,5;1,1;
2010-05-09;,8;917,5;25,3;21,2;19,2;80;1,7;
2010-05-10;1,6;916,9;25;19,7;17;78,3;1,2;
2010-05-11;,2;916,3;26;19,8;15,2;65,1;1,3;
2010-05-12;0;916,6;22,1;16,8;12,6;60;1,3;
2010-05-13;0;918,5;24,7;15,8;8,2;47,8;,5;
2010-05-14;0;918,3;28,9;19,6;11;45;1,4;
2010-05-15;0;918,3;30,6;23;17,1;46;1,3;
2010-05-16;0;918;31,7;23,2;15,9;38,8;,8;
2010-05-17;0;917,5;31,6;24,5;16,8;30,6;1,1;
2010-05-18;0;917,1;27,5;22,9;18,6;53,5;1,7;
2010-05-19;7,6;916,7;26,6;20,7;17,5;79,8;1,4;
2010-05-20;0;917;24,1;18,5;14,2;70,5;1,2;
2010-05-21;0;916,6;25;17,9;11,6;61,2;,8;
2010-05-22;0;915,5;27;19,2;11,8;54,6;,8;
2010-05-23;0;914,9;28,7;21,1;13,5;52,3;,9;
2010-05-24;0;914,9;28,6;22,2;17;61,4;1,6;
2010-05-25;0;917;30,1;24;20,5;64;1,1;
2010-05-26;0;918,2;30,5;24,1;17,9;61;,9;
2010-05-27;0;919,7;27,9;22,7;17,9;54,6;1,8;
2010-05-28;0;919,1;27,2;21,2;15,5;57,4;1,9;
2010-05-29;0;918,6;26,8;20,9;15,9;59,2;2,1;
2010-05-30;0;919,1;28,4;21,6;16,5;55,6;1,5;
2010-05-31;0;919,6;22,5;18,8;17,8;71,8;1,1;
2010-06-01;0;920,3;26,3;18,2;12,4;55,6;,9;
2010-06-02;0;920;21,1;17,9;15,3;72,9;1,2;
2010-06-03;5,4;921,5;25,3;19,5;15,8;79,6;2,1;
2010-06-04;4;921,3;25,9;20,3;16,3;71,5;2,3;
2010-06-05;3,2;920,4;22,2;18,9;16,9;81,8;1,6;
2010-06-06;0;920,8;21;15,4;10,6;68,5;,5;
2010-06-07;0;920,8;25,4;17;10,2;55,8;,7;
2010-06-08;0;921,4;28,3;19,5;12,7;45;,7;
2010-06-09;0;921,1;28,2;21,7;15,5;41,2;1,1;
2010-06-10;0;921,1;27,5;21,2;16,2;54,2;1,2;
